UrlId	Seed URL	Cost	Trial to success cost
84	https://erf.org.tw/events/%e5%a4%a9%e6%b6%af%e6%b5%b7%e8%a7%92%e9%9b%bb%e5%bd%b1%e9%99%a2%e9%a6%ac%e5%b4%97%e5%a0%b4%ef%bc%9a%e3%80%8a%e5%9b%9e%e4%be%86%e5%ae%89%e5%b9%b3%e6%b8%af%e3%80%8b%e6%9a%a8%e7%99%be%e5%b9%b4%e7%9f%b3/	5	5
85	https://event.culture.tw/NMP/portal/Registration/C0103MAction?useLanguage=tw&actId=00060&request_locale=tw	10	10
86	https://fantasystory.com.tw/ltp_view.php?id=2394	301	(Event Source Page was not found)
87	https://hiking.biji.co/index.php?q=news&act=info&id=18735	48	48
88	https://www.tys.org.tw/fycm/article.asp?article_id=314	301	(Event Source Page was not found)
90	https://rice.furkid.org/%e6%b4%bb%e5%8b%95/%e3%80%90%e6%b4%bb%e5%8b%95%e3%80%91lifeapp%e8%88%92%e5%bc%a7%e5%a2%8a/	7	7
91	https://skyline.tw/activity/activity-uioq923lszeqb9e48vedum18fsml0mu	3	3
92	https://south.npm.gov.tw/ActivityInfoDetailC003210.aspx?Cond=fff2bebb-f05c-435f-90bf-b454c9a3959b&appname=ActivityInfo3213&State=2	15	15
93	https://www.wildviewtaiwan.org.tw/movie/1831	12	12
94	https://vvg.com.tw/news-post/262	6	6
95	https://www.228.org.tw/228museum_exhibition-view.php?ID=342	301	(Event Source Page was not found)
96	https://www.bigcamera.com.tw/activity_view.php?no=236	301	(Event Source Page was not found)
97	https://www.ccat.tw/civicrm/event/info?reset=1&id=105	23	23
98	https://www.coliving.taichung.gov.tw/civicrm/event/info?reset=1&id=75	16	16
99	https://www.hfec.org.tw/content/18697	50	50
100	https://www.orchina.net/event/672	2	2
There are a total of 100 events, of which 54 events have found the Event Source Page.
Success rate: 0.540
Trial to success cost: 1134, Trial to success average cost: 21.000
Total cost: 11087, Total average cost: 110.870
